,DATE,BASEL_pleasant_weather,BELGRADE_pleasant_weather,BUDAPEST_pleasant_weather,DEBILT_pleasant_weather,DUSSELDORF_pleasant_weather,HEATHROW_pleasant_weather,KASSEL_pleasant_weather,LJUBLJANA_pleasant_weather,MAASTRICHT_pleasant_weather,MADRID_pleasant_weather,MUNCHENB_pleasant_weather,OSLO_pleasant_weather,SONNBLICK_pleasant_weather,STOCKHOLM_pleasant_weather,VALENTIA_pleasant_weather
18922,2011-10-22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18923,2011-10-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18924,2011-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18925,2011-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18926,2011-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18927,2011-10-27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18928,2011-10-28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18929,2011-10-29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
18930,2011-10-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18931,2011-10-31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
18932,2011-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18933,2011-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18934,2011-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18935,2011-11-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18936,2011-11-05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18937,2011-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18938,2011-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18939,2011-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18940,2011-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18941,2011-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18942,2011-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18943,2011-11-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18944,2011-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18945,2011-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18946,2011-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18947,2011-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18948,2011-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18949,2011-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18950,2011-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18951,2011-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18952,2011-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18953,2011-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18954,2011-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18955,2011-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18956,2011-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18957,2011-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18958,2011-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18959,2011-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18960,2011-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18961,2011-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,2011-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18963,2011-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18964,2011-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18965,2011-12-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18966,2011-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18967,2011-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18968,2011-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18969,2011-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18970,2011-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18971,2011-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18972,2011-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18973,2011-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18974,2011-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18975,2011-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18976,2011-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18977,2011-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18978,2011-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18979,2011-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18980,2011-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18981,2011-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18982,2011-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18983,2011-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18984,2011-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18985,2011-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18986,2011-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18987,2011-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18988,2011-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18989,2011-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18990,2011-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18991,2011-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18992,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18993,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18994,2012-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18995,2012-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18996,2012-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18997,2012-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18998,2012-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18999,2012-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000,2012-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19001,2012-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19002,2012-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19003,2012-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19004,2012-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19005,2012-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19006,2012-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19007,2012-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19008,2012-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19009,2012-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19010,2012-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19011,2012-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19012,2012-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19013,2012-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19014,2012-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19015,2012-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19016,2012-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19017,2012-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19018,2012-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19019,2012-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19020,2012-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19021,2012-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19022,2012-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19023,2012-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19024,2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19025,2012-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19026,2012-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19027,2012-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19028,2012-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19029,2012-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19030,2012-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19031,2012-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19032,2012-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19033,2012-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19034,2012-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19035,2012-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19036,2012-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19037,2012-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19038,2012-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19039,2012-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19040,2012-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19041,2012-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19042,2012-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19043,2012-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19044,2012-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19045,2012-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19046,2012-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19047,2012-02-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19048,2012-02-25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19049,2012-02-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19050,2012-02-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19051,2012-02-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19052,2012-02-29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19053,2012-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19054,2012-03-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19055,2012-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19056,2012-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19057,2012-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19058,2012-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19059,2012-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19060,2012-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19061,2012-03-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19062,2012-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19063,2012-03-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19064,2012-03-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19065,2012-03-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19066,2012-03-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19067,2012-03-15,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19068,2012-03-16,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0
19069,2012-03-17,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
19070,2012-03-18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19071,2012-03-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19072,2012-03-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19073,2012-03-21,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
19074,2012-03-22,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
19075,2012-03-23,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
19076,2012-03-24,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
19077,2012-03-25,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
19078,2012-03-26,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0
19079,2012-03-27,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0
19080,2012-03-28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19081,2012-03-29,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19082,2012-03-30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19083,2012-03-31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19084,2012-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19085,2012-04-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19086,2012-04-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19087,2012-04-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19088,2012-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19089,2012-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19090,2012-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19091,2012-04-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19092,2012-04-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19093,2012-04-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19094,2012-04-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19095,2012-04-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19096,2012-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19097,2012-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19098,2012-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19099,2012-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19100,2012-04-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19101,2012-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19102,2012-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19103,2012-04-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19104,2012-04-21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19105,2012-04-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19106,2012-04-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19107,2012-04-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19108,2012-04-25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19109,2012-04-26,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
19110,2012-04-27,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0
19111,2012-04-28,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0
19112,2012-04-29,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
19113,2012-04-30,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
19114,2012-05-01,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0
19115,2012-05-02,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0
19116,2012-05-03,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19117,2012-05-04,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
19118,2012-05-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19119,2012-05-06,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
19120,2012-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19121,2012-05-08,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
19122,2012-05-09,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
19123,2012-05-10,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
19124,2012-05-11,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19125,2012-05-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19126,2012-05-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19127,2012-05-14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
19128,2012-05-15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19129,2012-05-16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19130,2012-05-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19131,2012-05-18,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
19132,2012-05-19,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
19133,2012-05-20,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
19134,2012-05-21,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0
19135,2012-05-22,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
19136,2012-05-23,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0
19137,2012-05-24,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0
19138,2012-05-25,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
19139,2012-05-26,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
19140,2012-05-27,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
19141,2012-05-28,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
19142,2012-05-29,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
19143,2012-05-30,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
19144,2012-05-31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19145,2012-06-01,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19146,2012-06-02,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
19147,2012-06-03,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19148,2012-06-04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19149,2012-06-05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19150,2012-06-06,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
19151,2012-06-07,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
19152,2012-06-08,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
19153,2012-06-09,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
19154,2012-06-10,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
19155,2012-06-11,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
19156,2012-06-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19157,2012-06-13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
19158,2012-06-14,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
19159,2012-06-15,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
19160,2012-06-16,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
19161,2012-06-17,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
19162,2012-06-18,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
19163,2012-06-19,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0
19164,2012-06-20,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
19165,2012-06-21,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
19166,2012-06-22,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
19167,2012-06-23,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
19168,2012-06-24,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
19169,2012-06-25,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
19170,2012-06-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19171,2012-06-27,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0
19172,2012-06-28,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0
19173,2012-06-29,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
19174,2012-06-30,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0
19175,2012-07-01,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
19176,2012-07-02,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0
19177,2012-07-03,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
19178,2012-07-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
19179,2012-07-05,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
19180,2012-07-06,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
19181,2012-07-07,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19182,2012-07-08,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19183,2012-07-09,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0
19184,2012-07-10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19185,2012-07-11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19186,2012-07-12,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
19187,2012-07-13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
19188,2012-07-14,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
19189,2012-07-15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
19190,2012-07-16,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0
19191,2012-07-17,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
19192,2012-07-18,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
19193,2012-07-19,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
19194,2012-07-20,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
19195,2012-07-21,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
19196,2012-07-22,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
19197,2012-07-23,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19198,2012-07-24,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
19199,2012-07-25,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0
19200,2012-07-26,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
19201,2012-07-27,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
19202,2012-07-28,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
19203,2012-07-29,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
19204,2012-07-30,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
19205,2012-07-31,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
19206,2012-08-01,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0
19207,2012-08-02,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
19208,2012-08-03,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0
19209,2012-08-04,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0
19210,2012-08-05,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
19211,2012-08-06,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
19212,2012-08-07,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
19213,2012-08-08,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
19214,2012-08-09,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
19215,2012-08-10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
19216,2012-08-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
19217,2012-08-12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
19218,2012-08-13,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
19219,2012-08-14,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
19220,2012-08-15,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
19221,2012-08-16,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
19222,2012-08-17,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19223,2012-08-18,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19224,2012-08-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
19225,2012-08-20,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
19226,2012-08-21,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0
19227,2012-08-22,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
19228,2012-08-23,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
19229,2012-08-24,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19230,2012-08-25,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19231,2012-08-26,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19232,2012-08-27,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
19233,2012-08-28,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
19234,2012-08-29,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0
19235,2012-08-30,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0
19236,2012-08-31,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
19237,2012-09-01,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
19238,2012-09-02,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
19239,2012-09-03,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
19240,2012-09-04,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
19241,2012-09-05,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
19242,2012-09-06,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0
19243,2012-09-07,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
19244,2012-09-08,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
19245,2012-09-09,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19246,2012-09-10,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
19247,2012-09-11,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
19248,2012-09-12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19249,2012-09-13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19250,2012-09-14,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
19251,2012-09-15,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
19252,2012-09-16,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
19253,2012-09-17,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
19254,2012-09-18,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
19255,2012-09-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19256,2012-09-20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19257,2012-09-21,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19258,2012-09-22,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
19259,2012-09-23,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
19260,2012-09-24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19261,2012-09-25,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
19262,2012-09-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19263,2012-09-27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19264,2012-09-28,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
19265,2012-09-29,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
