,DATE,BASEL_pleasant_weather,BELGRADE_pleasant_weather,BUDAPEST_pleasant_weather,DEBILT_pleasant_weather,DUSSELDORF_pleasant_weather,HEATHROW_pleasant_weather,KASSEL_pleasant_weather,LJUBLJANA_pleasant_weather,MAASTRICHT_pleasant_weather,MADRID_pleasant_weather,MUNCHENB_pleasant_weather,OSLO_pleasant_weather,SONNBLICK_pleasant_weather,STOCKHOLM_pleasant_weather,VALENTIA_pleasant_weather
18578,2010-11-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18579,2010-11-13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18580,2010-11-14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18581,2010-11-15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18582,2010-11-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18583,2010-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18584,2010-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18585,2010-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18586,2010-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18587,2010-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18588,2010-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18589,2010-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18590,2010-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18591,2010-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18592,2010-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18593,2010-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18594,2010-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18595,2010-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18596,2010-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18597,2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18598,2010-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18599,2010-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18600,2010-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18601,2010-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18602,2010-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18603,2010-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18604,2010-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18605,2010-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18606,2010-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18607,2010-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18608,2010-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18609,2010-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18610,2010-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18611,2010-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18612,2010-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18613,2010-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18614,2010-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18615,2010-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18616,2010-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18617,2010-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18618,2010-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18619,2010-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18620,2010-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18621,2010-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18622,2010-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18623,2010-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18624,2010-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18625,2010-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18626,2010-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18627,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18628,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18629,2011-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18630,2011-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18631,2011-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18632,2011-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18633,2011-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18634,2011-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18635,2011-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18636,2011-01-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18637,2011-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18638,2011-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18639,2011-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18640,2011-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18641,2011-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18642,2011-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18643,2011-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18644,2011-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18645,2011-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18646,2011-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18647,2011-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18648,2011-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18649,2011-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18650,2011-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18651,2011-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18652,2011-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18653,2011-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18654,2011-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18655,2011-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18656,2011-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18657,2011-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18658,2011-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18659,2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18660,2011-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18661,2011-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18662,2011-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18663,2011-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18664,2011-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18665,2011-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18666,2011-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18667,2011-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18668,2011-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18669,2011-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18670,2011-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18671,2011-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18672,2011-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18673,2011-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18674,2011-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18675,2011-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18676,2011-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18677,2011-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18678,2011-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18679,2011-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18680,2011-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18681,2011-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18682,2011-02-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18683,2011-02-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18684,2011-02-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18685,2011-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18686,2011-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18687,2011-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18688,2011-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18689,2011-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18690,2011-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18691,2011-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18692,2011-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18693,2011-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18694,2011-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18695,2011-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18696,2011-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18697,2011-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18698,2011-03-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18699,2011-03-13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18700,2011-03-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18701,2011-03-15,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
18702,2011-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18703,2011-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18704,2011-03-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18705,2011-03-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18706,2011-03-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18707,2011-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18708,2011-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18709,2011-03-23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18710,2011-03-24,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
18711,2011-03-25,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
18712,2011-03-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18713,2011-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18714,2011-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18715,2011-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18716,2011-03-30,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
18717,2011-03-31,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
18718,2011-04-01,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
18719,2011-04-02,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0
18720,2011-04-03,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
18721,2011-04-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18722,2011-04-05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18723,2011-04-06,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18724,2011-04-07,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
18725,2011-04-08,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
18726,2011-04-09,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0
18727,2011-04-10,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
18728,2011-04-11,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
18729,2011-04-12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18730,2011-04-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18731,2011-04-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18732,2011-04-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18733,2011-04-16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18734,2011-04-17,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
18735,2011-04-18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
18736,2011-04-19,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
18737,2011-04-20,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
18738,2011-04-21,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
18739,2011-04-22,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
18740,2011-04-23,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
18741,2011-04-24,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0
18742,2011-04-25,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
18743,2011-04-26,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
18744,2011-04-27,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18745,2011-04-28,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
18746,2011-04-29,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
18747,2011-04-30,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
18748,2011-05-01,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
18749,2011-05-02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18750,2011-05-03,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
18751,2011-05-04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18752,2011-05-05,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
18753,2011-05-06,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0
18754,2011-05-07,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
18755,2011-05-08,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
18756,2011-05-09,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
18757,2011-05-10,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0
18758,2011-05-11,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
18759,2011-05-12,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
18760,2011-05-13,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
18761,2011-05-14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18762,2011-05-15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18763,2011-05-16,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
18764,2011-05-17,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
18765,2011-05-18,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0
18766,2011-05-19,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0
18767,2011-05-20,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
18768,2011-05-21,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
18769,2011-05-22,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
18770,2011-05-23,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
18771,2011-05-24,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0
18772,2011-05-25,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
18773,2011-05-26,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
18774,2011-05-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18775,2011-05-28,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
18776,2011-05-29,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0
18777,2011-05-30,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
18778,2011-05-31,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
18779,2011-06-01,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0
18780,2011-06-02,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
18781,2011-06-03,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
18782,2011-06-04,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0
18783,2011-06-05,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
18784,2011-06-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18785,2011-06-07,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
18786,2011-06-08,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18787,2011-06-09,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
18788,2011-06-10,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
18789,2011-06-11,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18790,2011-06-12,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0
18791,2011-06-13,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
18792,2011-06-14,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
18793,2011-06-15,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
18794,2011-06-16,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
18795,2011-06-17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18796,2011-06-18,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18797,2011-06-19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18798,2011-06-20,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
18799,2011-06-21,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
18800,2011-06-22,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
18801,2011-06-23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18802,2011-06-24,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
18803,2011-06-25,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
18804,2011-06-26,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0
18805,2011-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
18806,2011-06-28,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0
18807,2011-06-29,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
18808,2011-06-30,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
18809,2011-07-01,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
18810,2011-07-02,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0
18811,2011-07-03,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
18812,2011-07-04,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
18813,2011-07-05,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
18814,2011-07-06,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
18815,2011-07-07,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0
18816,2011-07-08,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0
18817,2011-07-09,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
18818,2011-07-10,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
18819,2011-07-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
18820,2011-07-12,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
18821,2011-07-13,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0
18822,2011-07-14,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
18823,2011-07-15,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
18824,2011-07-16,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
18825,2011-07-17,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
18826,2011-07-18,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
18827,2011-07-19,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
18828,2011-07-20,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
18829,2011-07-21,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
18830,2011-07-22,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
18831,2011-07-23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18832,2011-07-24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18833,2011-07-25,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
18834,2011-07-26,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
18835,2011-07-27,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0
18836,2011-07-28,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
18837,2011-07-29,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0
18838,2011-07-30,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
18839,2011-07-31,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0
18840,2011-08-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
18841,2011-08-02,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
18842,2011-08-03,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
18843,2011-08-04,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18844,2011-08-05,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
18845,2011-08-06,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
18846,2011-08-07,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
18847,2011-08-08,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
18848,2011-08-09,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
18849,2011-08-10,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
18850,2011-08-11,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
18851,2011-08-12,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
18852,2011-08-13,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0
18853,2011-08-14,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
18854,2011-08-15,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0
18855,2011-08-16,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
18856,2011-08-17,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0
18857,2011-08-18,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
18858,2011-08-19,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
18859,2011-08-20,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
18860,2011-08-21,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
18861,2011-08-22,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
18862,2011-08-23,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0
18863,2011-08-24,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
18864,2011-08-25,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
18865,2011-08-26,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
18866,2011-08-27,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18867,2011-08-28,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0
18868,2011-08-29,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
18869,2011-08-30,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
18870,2011-08-31,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
18871,2011-09-01,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
18872,2011-09-02,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
18873,2011-09-03,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
18874,2011-09-04,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
18875,2011-09-05,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
18876,2011-09-06,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
18877,2011-09-07,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
18878,2011-09-08,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
18879,2011-09-09,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0
18880,2011-09-10,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0
18881,2011-09-11,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
18882,2011-09-12,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
18883,2011-09-13,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
18884,2011-09-14,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
18885,2011-09-15,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
18886,2011-09-16,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
18887,2011-09-17,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
18888,2011-09-18,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
18889,2011-09-19,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18890,2011-09-20,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
18891,2011-09-21,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
18892,2011-09-22,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0
18893,2011-09-23,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
18894,2011-09-24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18895,2011-09-25,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18896,2011-09-26,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
18897,2011-09-27,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
18898,2011-09-28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18899,2011-09-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
18900,2011-09-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
18901,2011-10-01,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18902,2011-10-02,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18903,2011-10-03,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18904,2011-10-04,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
18905,2011-10-05,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
18906,2011-10-06,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
18907,2011-10-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18908,2011-10-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18909,2011-10-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18910,2011-10-10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18911,2011-10-11,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
18912,2011-10-12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18913,2011-10-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18914,2011-10-14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18915,2011-10-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18916,2011-10-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18917,2011-10-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18918,2011-10-18,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18919,2011-10-19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18920,2011-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18921,2011-10-21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
